******** Evaluation **********
non-SMOTE
	 Bin#0,	 Bin#1,	 Bin#2,	 Bin#3,	 Bin#4,	 Bin#5,	 Bin#6,	 Bin#7,	 Bin#8,	 Bin#9,	 Bin#10,	 Bin#11,	 Bin#12,	 Bin#13,	 Bin#14,
Fscore_median:
	 0.74822,	 0.75956,	 0.76323,	 0.76519,	 0.75035,	 0.75234,	 0.76266,	 0.75842,	 0.75317,	 0.75897,	 0.75675,	 0.75386,	 0.75452,	 0.75642,	 0.74494,
recall_median:
	 0.79155,	 0.80163,	 0.80606,	 0.81429,	 0.80059,	 0.79437,	 0.81009,	 0.80303,	 0.79429,	 0.79251,	 0.79947,	 0.79167,	 0.79300,	 0.80122,	 0.78655,
precision_median:
	 0.70823,	 0.72208,	 0.71892,	 0.72237,	 0.71240,	 0.71196,	 0.72405,	 0.72340,	 0.71720,	 0.72564,	 0.71744,	 0.71768,	 0.71220,	 0.71968,	 0.70844,
iqr_Fscore:
	 0.02348,	 0.01263,	 0.02123,	 0.02072,	 0.02442,	 0.02262,	 0.02737,	 0.01734,	 0.02333,	 0.02255,	 0.02602,	 0.02677,	 0.02913,	 0.02286,	 0.02289,
iqr_recall:
	 0.03177,	 0.02733,	 0.02529,	 0.02877,	 0.03816,	 0.03396,	 0.03732,	 0.02738,	 0.03638,	 0.03132,	 0.03340,	 0.03343,	 0.02787,	 0.02887,	 0.02327,
iqr_precisions:
	 0.02000,	 0.02262,	 0.02781,	 0.03096,	 0.02994,	 0.01960,	 0.03231,	 0.02584,	 0.02809,	 0.02679,	 0.04011,	 0.03221,	 0.03572,	 0.02318,	 0.02500,
******** Evaluation **********
	 Bin#0,	 Bin#1,	 Bin#2,	 Bin#3,	 Bin#4,	 Bin#5,	 Bin#6,	 Bin#7,	 Bin#8,	 Bin#9,	 Bin#10,	 Bin#11,	 Bin#12,	 Bin#13,	 Bin#14,
Fscore_median:
	 0.71008,	 0.72546,	 0.71910,	 0.72860,	 0.72139,	 0.71664,	 0.72460,	 0.72511,	 0.71940,	 0.71589,	 0.71001,	 0.71199,	 0.71856,	 0.72376,	 0.71199,
recall_median:
	 0.83871,	 0.84971,	 0.84463,	 0.85352,	 0.85088,	 0.84821,	 0.84831,	 0.84821,	 0.83381,	 0.84337,	 0.83284,	 0.83918,	 0.84571,	 0.84451,	 0.84637,
precision_median:
	 0.61460,	 0.63265,	 0.62555,	 0.63581,	 0.62677,	 0.62551,	 0.63319,	 0.62914,	 0.63105,	 0.62340,	 0.62198,	 0.62162,	 0.62041,	 0.63362,	 0.61290,
iqr_Fscore:
	 0.02418,	 0.02081,	 0.02021,	 0.01883,	 0.02940,	 0.02499,	 0.02339,	 0.02250,	 0.02238,	 0.02081,	 0.02272,	 0.02367,	 0.02601,	 0.02019,	 0.01944,
iqr_recall:
	 0.02095,	 0.02634,	 0.03280,	 0.02630,	 0.03307,	 0.03011,	 0.02714,	 0.01297,	 0.03870,	 0.02819,	 0.02574,	 0.02073,	 0.02194,	 0.03090,	 0.03153,
iqr_precisions:
	 0.02703,	 0.02203,	 0.03053,	 0.02716,	 0.03056,	 0.03333,	 0.02711,	 0.02427,	 0.03170,	 0.02912,	 0.02416,	 0.02784,	 0.03685,	 0.02517,	 0.02630,
