******** Evaluation **********
non-SMOTE
	 Bin#0,	 Bin#1,	 Bin#2,	 Bin#3,	 Bin#4,	 Bin#5,	 Bin#6,	 Bin#7,	 Bin#8,	 Bin#9,
Fscore_median:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
recall_median:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
precision_median:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
iqr_Fscore:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
iqr_recall:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
iqr_precisions:
	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,	 0.00000,
******** Evaluation **********
SMOTE
	 Bin#0,	 Bin#1,	 Bin#2,	 Bin#3,	 Bin#4,	 Bin#5,	 Bin#6,	 Bin#7,	 Bin#8,	 Bin#9,
Fscore_median:
	 0.59001,	 0.58475,	 0.58381,	 0.58092,	 0.59915,	 0.58823,	 0.58461,	 0.57450,	 0.59159,	 0.59259,
recall_median:
	 0.85957,	 0.85780,	 0.85185,	 0.85892,	 0.86937,	 0.86792,	 0.87549,	 0.83945,	 0.86640,	 0.85043,
precision_median:
	 0.45089,	 0.44656,	 0.44363,	 0.43537,	 0.45957,	 0.44053,	 0.44196,	 0.43488,	 0.44796,	 0.45606,
iqr_Fscore:
	 0.03716,	 0.02828,	 0.03106,	 0.02727,	 0.03356,	 0.02778,	 0.02921,	 0.03758,	 0.02666,	 0.02906,
iqr_recall:
	 0.03281,	 0.04278,	 0.03366,	 0.03534,	 0.02469,	 0.02621,	 0.03121,	 0.03089,	 0.02713,	 0.03660,
iqr_precisions:
	 0.03252,	 0.03362,	 0.03010,	 0.02810,	 0.03834,	 0.02714,	 0.03127,	 0.03795,	 0.03063,	 0.02757,
